date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:18:15	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:13%20GMT	https://i9digitalmarketing.com/testimonials/e,baseURI	C:/website%20development%203/i9digitalmarketing.com/testimonials/e,baseURI	(from https://i9digitalmarketing.com/testimonials/)
21:18:15	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:14%20GMT	https://i9digitalmarketing.com/testimonials/GET	C:/website%20development%203/i9digitalmarketing.com/testimonials/GET	(from https://i9digitalmarketing.com/testimonials/)
21:18:15	1414/1414	---M-Z	200	added ('OK')	application/json	etag:%2233412-1736869693;gz%22	https://i9digitalmarketing.com/wp-json/wp/v2/pages/16	C:/website%20development%203/i9digitalmarketing.com/wp-json/wp/v2/pages/16.json	(from https://i9digitalmarketing.com/testimonials/)
21:18:16	2032/2032	---M-Z	200	added ('OK')	application/json	etag:%2233413-1736869693;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2Ftestimonials%2F	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embed3cad.json	(from https://i9digitalmarketing.com/testimonials/)
21:18:16	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:15%20GMT	https://i9digitalmarketing.com/testimonials/Edge/	C:/website%20development%203/i9digitalmarketing.com/testimonials/Edge/index.html	(from https://i9digitalmarketing.com/testimonials/)
21:18:16	2178/2178	---M-Z	200	added ('OK')	text/xml	etag:%2233414-1736869694;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2Ftestimonials%2F&format=xml	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embed09bf	(from https://i9digitalmarketing.com/testimonials/)
21:18:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:48:15%20GMT	https://i9digitalmarketing.com/?p=16	C:/website%20development%203/i9digitalmarketing.com/index0e62.html	(from https://i9digitalmarketing.com/testimonials/)
21:18:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:48:15%20GMT	https://i9digitalmarketing.com/testimonials/t	C:/website%20development%203/i9digitalmarketing.com/testimonials/t	(from https://i9digitalmarketing.com/testimonials/)
21:18:17	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:16%20GMT	https://i9digitalmarketing.com/testimonials/POST	C:/website%20development%203/i9digitalmarketing.com/testimonials/POST	(from https://i9digitalmarketing.com/testimonials/)
21:18:18	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:16%20GMT	https://i9digitalmarketing.com/contact/e,baseURI	C:/website%20development%203/i9digitalmarketing.com/contact/e,baseURI	(from https://i9digitalmarketing.com/contact/)
21:18:18	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:17%20GMT	https://i9digitalmarketing.com/contact/GET	C:/website%20development%203/i9digitalmarketing.com/contact/GET	(from https://i9digitalmarketing.com/contact/)
21:18:18	1422/1422	---M-Z	200	added ('OK')	application/json	etag:%2233415-1736869696;gz%22	https://i9digitalmarketing.com/wp-json/wp/v2/pages/17	C:/website%20development%203/i9digitalmarketing.com/wp-json/wp/v2/pages/17.json	(from https://i9digitalmarketing.com/contact/)
21:18:19	2007/2007	---M-Z	200	added ('OK')	application/json	etag:%2233416-1736869696;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2Fcontact%2F	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embeda50f.json	(from https://i9digitalmarketing.com/contact/)
21:18:19	2153/2153	---M-Z	200	added ('OK')	text/xml	etag:%2233417-1736869697;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2Fcontact%2F&format=xml	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embed44ea	(from https://i9digitalmarketing.com/contact/)
21:18:19	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:18%20GMT	https://i9digitalmarketing.com/contact/Edge/	C:/website%20development%203/i9digitalmarketing.com/contact/Edge/index.html	(from https://i9digitalmarketing.com/contact/)
21:18:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:48:18%20GMT	https://i9digitalmarketing.com/?p=17	C:/website%20development%203/i9digitalmarketing.com/indexd8eb.html	(from https://i9digitalmarketing.com/contact/)
21:18:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:48:18%20GMT	https://i9digitalmarketing.com/contact/t	C:/website%20development%203/i9digitalmarketing.com/contact/t	(from https://i9digitalmarketing.com/contact/)
21:18:20	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:19%20GMT	https://i9digitalmarketing.com/contact/POST	C:/website%20development%203/i9digitalmarketing.com/contact/POST	(from https://i9digitalmarketing.com/contact/)
